date,home_team,away_team,full_time_result,season,league
2021-10-18,Espanol,Cadiz,H,2021-2022,LaLiga
2021-10-22,Osasuna,Granada,D,2021-2022,LaLiga
2021-10-23,Valencia,Mallorca,D,2021-2022,LaLiga
2021-10-23,Cadiz,Alaves,A,2021-2022,LaLiga
2021-10-23,Elche,Espanol,D,2021-2022,LaLiga
2021-10-23,Ath Bilbao,Villarreal,H,2021-2022,LaLiga
2021-10-24,Sevilla,Levante,H,2021-2022,LaLiga
2021-10-24,Barcelona,Real Madrid,A,2021-2022,LaLiga
2021-10-24,Betis,Vallecano,H,2021-2022,LaLiga
2021-10-24,Ath Madrid,Sociedad,D,2021-2022,LaLiga
2021-10-25,Getafe,Celta,A,2021-2022,LaLiga
2021-10-26,Alaves,Elche,H,2021-2022,LaLiga
2021-10-26,Espanol,Ath Bilbao,D,2021-2022,LaLiga
2021-10-26,Villarreal,Cadiz,D,2021-2022,LaLiga
2021-10-27,Mallorca,Sevilla,D,2021-2022,LaLiga
2021-10-27,Vallecano,Barcelona,H,2021-2022,LaLiga
2021-10-27,Betis,Valencia,H,2021-2022,LaLiga
2021-10-27,Real Madrid,Osasuna,D,2021-2022,LaLiga
2021-10-28,Celta,Sociedad,A,2021-2022,LaLiga
2021-10-28,Granada,Getafe,D,2021-2022,LaLiga
2021-10-28,Levante,Ath Madrid,D,2021-2022,LaLiga
2021-10-30,Elche,Real Madrid,A,2021-2022,LaLiga
2021-10-30,Sevilla,Osasuna,H,2021-2022,LaLiga
2021-10-30,Valencia,Villarreal,H,2021-2022,LaLiga
2021-10-30,Barcelona,Alaves,D,2021-2022,LaLiga
2021-10-31,Cadiz,Mallorca,D,2021-2022,LaLiga
2021-10-31,Ath Madrid,Betis,H,2021-2022,LaLiga
2021-10-31,Getafe,Espanol,H,2021-2022,LaLiga
2021-10-31,Sociedad,Ath Bilbao,D,2021-2022,LaLiga
2021-11-01,Vallecano,Celta,D,2021-2022,LaLiga
2021-11-01,Levante,Granada,A,2021-2022,LaLiga
2021-11-05,Ath Bilbao,Cadiz,A,2021-2022,LaLiga
2021-11-06,Espanol,Granada,H,2021-2022,LaLiga
2021-11-06,Celta,Barcelona,D,2021-2022,LaLiga
2021-11-06,Alaves,Levante,H,2021-2022,LaLiga
2021-11-06,Real Madrid,Vallecano,H,2021-2022,LaLiga
2021-11-07,Villarreal,Getafe,H,2021-2022,LaLiga
2021-11-07,Valencia,Ath Madrid,D,2021-2022,LaLiga
2021-11-07,Mallorca,Elche,D,2021-2022,LaLiga
2021-11-07,Osasuna,Sociedad,A,2021-2022,LaLiga
2021-11-07,Betis,Sevilla,A,2021-2022,LaLiga
2021-11-19,Levante,Ath Bilbao,D,2021-2022,LaLiga
2021-11-20,Celta,Villarreal,D,2021-2022,LaLiga
2021-11-20,Sevilla,Alaves,D,2021-2022,LaLiga
2021-11-20,Ath Madrid,Osasuna,H,2021-2022,LaLiga
2021-11-20,Barcelona,Espanol,H,2021-2022,LaLiga
2021-11-21,Getafe,Cadiz,H,2021-2022,LaLiga
2021-11-21,Granada,Real Madrid,A,2021-2022,LaLiga
2021-11-21,Elche,Betis,A,2021-2022,LaLiga
2021-11-21,Sociedad,Valencia,D,2021-2022,LaLiga
2021-11-22,Vallecano,Mallorca,H,2021-2022,LaLiga
2021-11-26,Ath Bilbao,Granada,D,2021-2022,LaLiga
2021-11-27,Alaves,Celta,A,2021-2022,LaLiga
2021-11-27,Valencia,Vallecano,D,2021-2022,LaLiga
2021-11-27,Mallorca,Getafe,D,2021-2022,LaLiga
2021-11-27,Villarreal,Barcelona,A,2021-2022,LaLiga
2021-11-28,Betis,Levante,H,2021-2022,LaLiga
2021-11-28,Espanol,Sociedad,H,2021-2022,LaLiga
2021-11-28,Cadiz,Ath Madrid,A,2021-2022,LaLiga
2021-11-28,Real Madrid,Sevilla,H,2021-2022,LaLiga
2021-11-29,Osasuna,Elche,D,2021-2022,LaLiga
2021-12-01,Real Madrid,Ath Bilbao,H,2021-2022,LaLiga
2021-12-03,Granada,Alaves,H,2021-2022,LaLiga
2021-12-04,Sevilla,Villarreal,H,2021-2022,LaLiga
2021-12-04,Barcelona,Betis,A,2021-2022,LaLiga
2021-12-04,Ath Madrid,Mallorca,A,2021-2022,LaLiga
2021-12-04,Sociedad,Real Madrid,A,2021-2022,LaLiga
2021-12-05,Vallecano,Espanol,H,2021-2022,LaLiga
2021-12-05,Elche,Cadiz,H,2021-2022,LaLiga
2021-12-05,Levante,Osasuna,D,2021-2022,LaLiga
2021-12-05,Celta,Valencia,A,2021-2022,LaLiga
2021-12-06,Getafe,Ath Bilbao,D,2021-2022,LaLiga
2021-12-10,Mallorca,Celta,D,2021-2022,LaLiga
2021-12-11,Espanol,Levante,H,2021-2022,LaLiga
2021-12-11,Alaves,Getafe,D,2021-2022,LaLiga
2021-12-11,Valencia,Elche,H,2021-2022,LaLiga
2021-12-11,Ath Bilbao,Sevilla,A,2021-2022,LaLiga
2021-12-12,Villarreal,Vallecano,H,2021-2022,LaLiga
2021-12-12,Osasuna,Barcelona,D,2021-2022,LaLiga
2021-12-12,Betis,Sociedad,H,2021-2022,LaLiga
2021-12-12,Real Madrid,Ath Madrid,H,2021-2022,LaLiga
2021-12-13,Cadiz,Granada,D,2021-2022,LaLiga
2021-12-17,Celta,Espanol,H,2021-2022,LaLiga
2021-12-18,Vallecano,Alaves,H,2021-2022,LaLiga
2021-12-18,Sociedad,Villarreal,A,2021-2022,LaLiga
2021-12-18,Barcelona,Elche,H,2021-2022,LaLiga
2021-12-18,Sevilla,Ath Madrid,H,2021-2022,LaLiga
2021-12-19,Granada,Mallorca,H,2021-2022,LaLiga
2021-12-19,Ath Bilbao,Betis,H,2021-2022,LaLiga
2021-12-19,Getafe,Osasuna,H,2021-2022,LaLiga
2021-12-19,Real Madrid,Cadiz,D,2021-2022,LaLiga
2021-12-20,Levante,Valencia,A,2021-2022,LaLiga
2021-12-21,Villarreal,Alaves,H,2021-2022,LaLiga
2021-12-21,Sevilla,Barcelona,D,2021-2022,LaLiga
2021-12-22,Granada,Ath Madrid,H,2021-2022,LaLiga
2021-12-22,Ath Bilbao,Real Madrid,A,2021-2022,LaLiga
2021-12-31,Valencia,Espanol,A,2021-2022,LaLiga
2022-01-02,Getafe,Real Madrid,H,2021-2022,LaLiga
2022-01-02,Ath Madrid,Vallecano,H,2021-2022,LaLiga
2022-01-02,Elche,Granada,D,2021-2022,LaLiga
2022-01-02,Alaves,Sociedad,D,2021-2022,LaLiga
2022-01-02,Betis,Celta,A,2021-2022,LaLiga
2022-01-02,Mallorca,Barcelona,A,2021-2022,LaLiga
2022-01-03,Villarreal,Levante,H,2021-2022,LaLiga
2022-01-03,Osasuna,Ath Bilbao,A,2021-2022,LaLiga
2022-01-03,Cadiz,Sevilla,A,2021-2022,LaLiga
2022-01-08,Levante,Mallorca,H,2021-2022,LaLiga
2022-01-08,Sociedad,Celta,H,2021-2022,LaLiga
2022-01-08,Granada,Barcelona,D,2021-2022,LaLiga
2022-01-08,Real Madrid,Valencia,H,2021-2022,LaLiga
2022-01-09,Vallecano,Betis,D,2021-2022,LaLiga
2022-01-09,Sevilla,Getafe,H,2021-2022,LaLiga
2022-01-09,Alaves,Ath Bilbao,D,2021-2022,LaLiga
2022-01-09,Osasuna,Cadiz,H,2021-2022,LaLiga
2022-01-09,Villarreal,Ath Madrid,D,2021-2022,LaLiga
2022-01-10,Espanol,Elche,A,2021-2022,LaLiga
2022-01-16,Elche,Villarreal,H,2021-2022,LaLiga
2022-01-18,Betis,Alaves,H,2021-2022,LaLiga
2022-01-18,Cadiz,Espanol,D,2021-2022,LaLiga
2022-01-19,Celta,Osasuna,H,2021-2022,LaLiga
2022-01-19,Valencia,Sevilla,D,2021-2022,LaLiga
2022-01-20,Getafe,Granada,H,2021-2022,LaLiga
2022-01-21,Espanol,Betis,A,2021-2022,LaLiga
2022-01-22,Levante,Cadiz,A,2021-2022,LaLiga
2022-01-22,Villarreal,Mallorca,H,2021-2022,LaLiga
2022-01-22,Sevilla,Celta,D,2021-2022,LaLiga
2022-01-22,Ath Madrid,Valencia,H,2021-2022,LaLiga
2022-01-23,Granada,Osasuna,A,2021-2022,LaLiga
2022-01-23,Real Madrid,Elche,D,2021-2022,LaLiga
2022-01-23,Sociedad,Getafe,D,2021-2022,LaLiga
2022-01-23,Vallecano,Ath Bilbao,A,2021-2022,LaLiga
2022-01-23,Alaves,Barcelona,A,2021-2022,LaLiga
2022-02-04,Getafe,Levante,H,2021-2022,LaLiga
2022-02-05,Elche,Alaves,H,2021-2022,LaLiga
2022-02-05,Mallorca,Cadiz,H,2021-2022,LaLiga
2022-02-05,Celta,Vallecano,H,2021-2022,LaLiga
2022-02-05,Osasuna,Sevilla,D,2021-2022,LaLiga
2022-02-06,Valencia,Sociedad,D,2021-2022,LaLiga
2022-02-06,Barcelona,Ath Madrid,H,2021-2022,LaLiga
2022-02-06,Betis,Villarreal,A,2021-2022,LaLiga
2022-02-06,Real Madrid,Granada,H,2021-2022,LaLiga
2022-02-07,Ath Bilbao,Espanol,H,2021-2022,LaLiga
2022-02-11,Sevilla,Elche,H,2021-2022,LaLiga
2022-02-12,Cadiz,Celta,D,2021-2022,LaLiga
2022-02-12,Villarreal,Real Madrid,D,2021-2022,LaLiga
2022-02-12,Vallecano,Osasuna,A,2021-2022,LaLiga
2022-02-12,Ath Madrid,Getafe,H,2021-2022,LaLiga
2022-02-13,Alaves,Valencia,H,2021-2022,LaLiga
2022-02-13,Levante,Betis,A,2021-2022,LaLiga
2022-02-13,Sociedad,Granada,H,2021-2022,LaLiga
2022-02-13,Espanol,Barcelona,D,2021-2022,LaLiga
2022-02-14,Mallorca,Ath Bilbao,H,2021-2022,LaLiga
2022-02-16,Ath Madrid,Levante,A,2021-2022,LaLiga
2022-02-18,Elche,Vallecano,H,2021-2022,LaLiga
2022-02-19,Granada,Villarreal,A,2021-2022,LaLiga
2022-02-19,Osasuna,Ath Madrid,A,2021-2022,LaLiga
2022-02-19,Cadiz,Getafe,D,2021-2022,LaLiga
2022-02-19,Real Madrid,Alaves,H,2021-2022,LaLiga
2022-02-20,Espanol,Sevilla,D,2021-2022,LaLiga
2022-02-20,Valencia,Barcelona,A,2021-2022,LaLiga
2022-02-20,Betis,Mallorca,H,2021-2022,LaLiga
2022-02-20,Ath Bilbao,Sociedad,H,2021-2022,LaLiga
2022-02-21,Celta,Levante,D,2021-2022,LaLiga
2022-02-25,Levante,Elche,H,2021-2022,LaLiga
2022-02-26,Mallorca,Valencia,A,2021-2022,LaLiga
2022-02-26,Getafe,Alaves,D,2021-2022,LaLiga
2022-02-26,Vallecano,Real Madrid,A,2021-2022,LaLiga
2022-02-26,Ath Madrid,Celta,H,2021-2022,LaLiga
2022-02-27,Villarreal,Espanol,H,2021-2022,LaLiga
2022-02-27,Sevilla,Betis,H,2021-2022,LaLiga
2022-02-27,Sociedad,Osasuna,H,2021-2022,LaLiga
2022-02-27,Barcelona,Ath Bilbao,H,2021-2022,LaLiga
2022-02-28,Granada,Cadiz,D,2021-2022,LaLiga
2022-03-02,Mallorca,Sociedad,A,2021-2022,LaLiga
2022-03-04,Alaves,Sevilla,D,2021-2022,LaLiga
2022-03-05,Osasuna,Villarreal,H,2021-2022,LaLiga
2022-03-05,Espanol,Getafe,H,2021-2022,LaLiga
2022-03-05,Valencia,Granada,H,2021-2022,LaLiga
2022-03-05,Real Madrid,Sociedad,H,2021-2022,LaLiga
2022-03-06,Cadiz,Vallecano,H,2021-2022,LaLiga
2022-03-06,Elche,Barcelona,A,2021-2022,LaLiga
2022-03-06,Celta,Mallorca,H,2021-2022,LaLiga
2022-03-06,Betis,Ath Madrid,A,2021-2022,LaLiga
2022-03-07,Ath Bilbao,Levante,H,2021-2022,LaLiga
2022-03-11,Ath Madrid,Cadiz,H,2021-2022,LaLiga
2022-03-12,Levante,Espanol,D,2021-2022,LaLiga
2022-03-12,Granada,Elche,A,2021-2022,LaLiga
2022-03-12,Villarreal,Celta,H,2021-2022,LaLiga
2022-03-12,Getafe,Valencia,D,2021-2022,LaLiga
2022-03-13,Vallecano,Sevilla,D,2021-2022,LaLiga
2022-03-13,Betis,Ath Bilbao,H,2021-2022,LaLiga
2022-03-13,Sociedad,Alaves,H,2021-2022,LaLiga
2022-03-13,Barcelona,Osasuna,H,2021-2022,LaLiga
2022-03-14,Mallorca,Real Madrid,A,2021-2022,LaLiga
2022-03-18,Ath Bilbao,Getafe,D,2021-2022,LaLiga
2022-03-19,Alaves,Granada,A,2021-2022,LaLiga
2022-03-19,Elche,Valencia,A,2021-2022,LaLiga
2022-03-19,Osasuna,Levante,H,2021-2022,LaLiga
2022-03-19,Vallecano,Ath Madrid,A,2021-2022,LaLiga
2022-03-20,Espanol,Mallorca,H,2021-2022,LaLiga
2022-03-20,Cadiz,Villarreal,H,2021-2022,LaLiga
2022-03-20,Celta,Betis,D,2021-2022,LaLiga
2022-03-20,Sevilla,Sociedad,D,2021-2022,LaLiga
2022-03-20,Real Madrid,Barcelona,A,2021-2022,LaLiga
2022-04-02,Getafe,Mallorca,H,2021-2022,LaLiga
2022-04-02,Levante,Villarreal,H,2021-2022,LaLiga
2022-04-02,Celta,Real Madrid,A,2021-2022,LaLiga
2022-04-02,Ath Madrid,Alaves,H,2021-2022,LaLiga
2022-04-03,Ath Bilbao,Elche,H,2021-2022,LaLiga
2022-04-03,Betis,Osasuna,H,2021-2022,LaLiga
2022-04-03,Granada,Vallecano,D,2021-2022,LaLiga
2022-04-03,Valencia,Cadiz,D,2021-2022,LaLiga
2022-04-03,Barcelona,Sevilla,H,2021-2022,LaLiga
2022-04-04,Sociedad,Espanol,H,2021-2022,LaLiga
2022-04-08,Sevilla,Granada,H,2021-2022,LaLiga
2022-04-09,Cadiz,Betis,A,2021-2022,LaLiga
2022-04-09,Mallorca,Ath Madrid,H,2021-2022,LaLiga
2022-04-09,Villarreal,Ath Bilbao,D,2021-2022,LaLiga
2022-04-09,Real Madrid,Getafe,H,2021-2022,LaLiga
2022-04-10,Osasuna,Alaves,H,2021-2022,LaLiga
2022-04-10,Espanol,Celta,H,2021-2022,LaLiga
2022-04-10,Elche,Sociedad,A,2021-2022,LaLiga
2022-04-10,Levante,Barcelona,A,2021-2022,LaLiga
2022-04-11,Vallecano,Valencia,D,2021-2022,LaLiga
2022-04-15,Sociedad,Betis,D,2021-2022,LaLiga
2022-04-16,Elche,Mallorca,H,2021-2022,LaLiga
2022-04-16,Alaves,Vallecano,H,2021-2022,LaLiga
2022-04-16,Valencia,Osasuna,A,2021-2022,LaLiga
2022-04-16,Getafe,Villarreal,A,2021-2022,LaLiga
2022-04-17,Granada,Levante,A,2021-2022,LaLiga
2022-04-17,Ath Madrid,Espanol,H,2021-2022,LaLiga
2022-04-17,Ath Bilbao,Celta,A,2021-2022,LaLiga
2022-04-17,Sevilla,Real Madrid,A,2021-2022,LaLiga
2022-04-18,Barcelona,Cadiz,A,2021-2022,LaLiga
2022-04-19,Mallorca,Alaves,H,2021-2022,LaLiga
2022-04-19,Betis,Elche,A,2021-2022,LaLiga
2022-04-19,Villarreal,Valencia,H,2021-2022,LaLiga
2022-04-20,Ath Madrid,Granada,D,2021-2022,LaLiga
2022-04-20,Celta,Getafe,A,2021-2022,LaLiga
2022-04-20,Osasuna,Real Madrid,A,2021-2022,LaLiga
2022-04-21,Espanol,Vallecano,A,2021-2022,LaLiga
2022-04-21,Levante,Sevilla,A,2021-2022,LaLiga
2022-04-21,Cadiz,Ath Bilbao,A,2021-2022,LaLiga
2022-04-21,Sociedad,Barcelona,A,2021-2022,LaLiga
2022-04-24,Barcelona,Vallecano,A,2021-2022,LaLiga
2022-04-29,Sevilla,Cadiz,D,2021-2022,LaLiga
2022-04-30,Alaves,Villarreal,H,2021-2022,LaLiga
2022-04-30,Real Madrid,Espanol,H,2021-2022,LaLiga
2022-04-30,Valencia,Levante,D,2021-2022,LaLiga
2022-04-30,Ath Bilbao,Ath Madrid,H,2021-2022,LaLiga
2022-05-01,Elche,Osasuna,D,2021-2022,LaLiga
2022-05-01,Granada,Celta,D,2021-2022,LaLiga
2022-05-01,Vallecano,Sociedad,D,2021-2022,LaLiga
2022-05-01,Barcelona,Mallorca,H,2021-2022,LaLiga
2022-05-02,Getafe,Betis,D,2021-2022,LaLiga
2022-05-06,Levante,Sociedad,H,2021-2022,LaLiga
2022-05-07,Mallorca,Granada,A,2021-2022,LaLiga
2022-05-07,Ath Bilbao,Valencia,D,2021-2022,LaLiga
2022-05-07,Cadiz,Elche,H,2021-2022,LaLiga
2022-05-07,Celta,Alaves,H,2021-2022,LaLiga
2022-05-07,Betis,Barcelona,A,2021-2022,LaLiga
2022-05-08,Getafe,Vallecano,D,2021-2022,LaLiga
2022-05-08,Villarreal,Sevilla,D,2021-2022,LaLiga
2022-05-08,Espanol,Osasuna,D,2021-2022,LaLiga
2022-05-08,Ath Madrid,Real Madrid,H,2021-2022,LaLiga
2022-05-10,Valencia,Betis,A,2021-2022,LaLiga
2022-05-10,Granada,Ath Bilbao,H,2021-2022,LaLiga
2022-05-10,Barcelona,Celta,H,2021-2022,LaLiga
2022-05-11,Alaves,Espanol,H,2021-2022,LaLiga
2022-05-11,Osasuna,Getafe,D,2021-2022,LaLiga
2022-05-11,Sevilla,Mallorca,D,2021-2022,LaLiga
2022-05-11,Elche,Ath Madrid,A,2021-2022,LaLiga
2022-05-12,Sociedad,Cadiz,H,2021-2022,LaLiga
2022-05-12,Vallecano,Villarreal,A,2021-2022,LaLiga
2022-05-12,Real Madrid,Levante,H,2021-2022,LaLiga
2022-05-14,Espanol,Valencia,D,2021-2022,LaLiga
2022-05-15,Ath Bilbao,Osasuna,H,2021-2022,LaLiga
2022-05-15,Ath Madrid,Sevilla,D,2021-2022,LaLiga
2022-05-15,Betis,Granada,H,2021-2022,LaLiga
2022-05-15,Cadiz,Real Madrid,D,2021-2022,LaLiga
2022-05-15,Celta,Elche,H,2021-2022,LaLiga
2022-05-15,Getafe,Barcelona,D,2021-2022,LaLiga
2022-05-15,Levante,Alaves,H,2021-2022,LaLiga
2022-05-15,Mallorca,Vallecano,H,2021-2022,LaLiga
2022-05-15,Villarreal,Sociedad,A,2021-2022,LaLiga
2022-05-20,Real Madrid,Betis,D,2021-2022,LaLiga
2022-05-20,Vallecano,Levante,A,2021-2022,LaLiga
2022-05-21,Valencia,Celta,H,2021-2022,LaLiga
2022-05-22,Elche,Getafe,H,2021-2022,LaLiga
2022-05-22,Alaves,Cadiz,A,2021-2022,LaLiga
2022-05-22,Granada,Espanol,D,2021-2022,LaLiga
2022-05-22,Osasuna,Mallorca,A,2021-2022,LaLiga
2022-05-22,Barcelona,Villarreal,A,2021-2022,LaLiga
2022-05-22,Sevilla,Ath Bilbao,H,2021-2022,LaLiga
2022-05-22,Sociedad,Ath Madrid,A,2021-2022,LaLiga
2022-08-05,Crystal Palace,Arsenal,A,2022-2023,EPL
2022-08-06,Fulham,Liverpool,D,2022-2023,EPL
2022-08-06,Bournemouth,Aston Villa,H,2022-2023,EPL
2022-08-06,Leeds,Wolves,H,2022-2023,EPL
2022-08-06,Newcastle,Nott'm Forest,H,2022-2023,EPL
2022-08-06,Tottenham,Southampton,H,2022-2023,EPL
2022-08-06,Everton,Chelsea,A,2022-2023,EPL
2022-08-07,Leicester,Brentford,D,2022-2023,EPL
2022-08-07,Man United,Brighton,A,2022-2023,EPL
2022-08-07,West Ham,Man City,A,2022-2023,EPL
2022-08-13,Aston Villa,Everton,H,2022-2023,EPL
2022-08-13,Arsenal,Leicester,H,2022-2023,EPL
2022-08-13,Brighton,Newcastle,D,2022-2023,EPL
2022-08-13,Man City,Bournemouth,H,2022-2023,EPL
2022-08-13,Southampton,Leeds,D,2022-2023,EPL
2022-08-13,Wolves,Fulham,D,2022-2023,EPL
2022-08-13,Brentford,Man United,H,2022-2023,EPL
2022-08-14,Nott'm Forest,West Ham,H,2022-2023,EPL
2022-08-14,Chelsea,Tottenham,D,2022-2023,EPL
2022-08-15,Liverpool,Crystal Palace,D,2022-2023,EPL
2022-08-20,Tottenham,Wolves,H,2022-2023,EPL
2022-08-20,Crystal Palace,Aston Villa,H,2022-2023,EPL
2022-08-20,Everton,Nott'm Forest,D,2022-2023,EPL
2022-08-20,Fulham,Brentford,H,2022-2023,EPL
2022-08-20,Leicester,Southampton,A,2022-2023,EPL
2022-08-20,Bournemouth,Arsenal,A,2022-2023,EPL
2022-08-21,Leeds,Chelsea,H,2022-2023,EPL
2022-08-21,West Ham,Brighton,A,2022-2023,EPL
2022-08-21,Newcastle,Man City,D,2022-2023,EPL
2022-08-22,Man United,Liverpool,H,2022-2023,EPL
2022-08-27,Southampton,Man United,A,2022-2023,EPL
2022-08-27,Brentford,Everton,D,2022-2023,EPL
2022-08-27,Brighton,Leeds,H,2022-2023,EPL
2022-08-27,Chelsea,Leicester,H,2022-2023,EPL
2022-08-27,Liverpool,Bournemouth,H,2022-2023,EPL
2022-08-27,Man City,Crystal Palace,H,2022-2023,EPL
2022-08-27,Arsenal,Fulham,H,2022-2023,EPL
2022-08-28,Aston Villa,West Ham,A,2022-2023,EPL
2022-08-28,Wolves,Newcastle,D,2022-2023,EPL
2022-08-28,Nott'm Forest,Tottenham,A,2022-2023,EPL
2022-08-30,Crystal Palace,Brentford,D,2022-2023,EPL
2022-08-30,Fulham,Brighton,H,2022-2023,EPL
2022-08-30,Southampton,Chelsea,H,2022-2023,EPL
2022-08-30,Leeds,Everton,D,2022-2023,EPL
2022-08-31,Arsenal,Aston Villa,H,2022-2023,EPL
2022-08-31,Bournemouth,Wolves,D,2022-2023,EPL
2022-08-31,Man City,Nott'm Forest,H,2022-2023,EPL
2022-08-31,West Ham,Tottenham,D,2022-2023,EPL
2022-08-31,Liverpool,Newcastle,H,2022-2023,EPL
2022-09-01,Leicester,Man United,A,2022-2023,EPL
2022-09-03,Everton,Liverpool,D,2022-2023,EPL
2022-09-03,Brentford,Leeds,H,2022-2023,EPL
2022-09-03,Chelsea,West Ham,H,2022-2023,EPL
2022-09-03,Newcastle,Crystal Palace,D,2022-2023,EPL
2022-09-03,Nott'm Forest,Bournemouth,A,2022-2023,EPL
2022-09-03,Tottenham,Fulham,H,2022-2023,EPL
2022-09-03,Wolves,Southampton,H,2022-2023,EPL
2022-09-03,Aston Villa,Man City,D,2022-2023,EPL
2022-09-04,Brighton,Leicester,H,2022-2023,EPL
2022-09-04,Man United,Arsenal,H,2022-2023,EPL
2022-09-16,Aston Villa,Southampton,H,2022-2023,EPL
2022-09-16,Nott'm Forest,Fulham,A,2022-2023,EPL
2022-09-17,Wolves,Man City,A,2022-2023,EPL
2022-09-17,Newcastle,Bournemouth,D,2022-2023,EPL
2022-09-17,Tottenham,Leicester,H,2022-2023,EPL
2022-09-18,Brentford,Arsenal,A,2022-2023,EPL
2022-09-18,Everton,West Ham,H,2022-2023,EPL
2022-10-01,Arsenal,Tottenham,H,2022-2023,EPL
2022-10-01,Bournemouth,Brentford,D,2022-2023,EPL
2022-10-01,Crystal Palace,Chelsea,A,2022-2023,EPL
2022-10-01,Fulham,Newcastle,A,2022-2023,EPL
2022-10-01,Liverpool,Brighton,D,2022-2023,EPL
2022-10-01,Southampton,Everton,A,2022-2023,EPL
2022-10-01,West Ham,Wolves,H,2022-2023,EPL
2022-10-02,Man City,Man United,H,2022-2023,EPL
2022-10-02,Leeds,Aston Villa,D,2022-2023,EPL
2022-10-03,Leicester,Nott'm Forest,H,2022-2023,EPL
2022-10-08,Bournemouth,Leicester,H,2022-2023,EPL
2022-10-08,Chelsea,Wolves,H,2022-2023,EPL
2022-10-08,Man City,Southampton,H,2022-2023,EPL
2022-10-08,Newcastle,Brentford,H,2022-2023,EPL
2022-10-08,Brighton,Tottenham,A,2022-2023,EPL
2022-10-09,Crystal Palace,Leeds,H,2022-2023,EPL
2022-10-09,West Ham,Fulham,H,2022-2023,EPL
2022-10-09,Arsenal,Liverpool,H,2022-2023,EPL
2022-10-09,Everton,Man United,A,2022-2023,EPL
2022-10-10,Nott'm Forest,Aston Villa,D,2022-2023,EPL
2022-10-14,Brentford,Brighton,H,2022-2023,EPL
2022-10-15,Leicester,Crystal Palace,D,2022-2023,EPL
2022-10-15,Fulham,Bournemouth,D,2022-2023,EPL
2022-10-15,Wolves,Nott'm Forest,H,2022-2023,EPL
2022-10-15,Tottenham,Everton,H,2022-2023,EPL
2022-10-16,Aston Villa,Chelsea,A,2022-2023,EPL
2022-10-16,Leeds,Arsenal,A,2022-2023,EPL
2022-10-16,Man United,Newcastle,D,2022-2023,EPL
2022-10-16,Southampton,West Ham,D,2022-2023,EPL
2022-10-16,Liverpool,Man City,H,2022-2023,EPL
2022-10-18,Brighton,Nott'm Forest,D,2022-2023,EPL
2022-10-18,Crystal Palace,Wolves,H,2022-2023,EPL
2022-10-19,Bournemouth,Southampton,A,2022-2023,EPL
2022-10-19,Brentford,Chelsea,D,2022-2023,EPL
2022-10-19,Liverpool,West Ham,H,2022-2023,EPL
2022-10-19,Newcastle,Everton,H,2022-2023,EPL
2022-10-19,Man United,Tottenham,H,2022-2023,EPL
2022-10-20,Fulham,Aston Villa,H,2022-2023,EPL
2022-10-20,Leicester,Leeds,H,2022-2023,EPL
2022-10-22,Nott'm Forest,Liverpool,H,2022-2023,EPL
2022-10-22,Everton,Crystal Palace,H,2022-2023,EPL
2022-10-22,Man City,Brighton,H,2022-2023,EPL
2022-10-22,Chelsea,Man United,D,2022-2023,EPL
2022-10-23,Aston Villa,Brentford,H,2022-2023,EPL
2022-10-23,Leeds,Fulham,A,2022-2023,EPL
2022-10-23,Southampton,Arsenal,D,2022-2023,EPL
2022-10-23,Wolves,Leicester,A,2022-2023,EPL
2022-10-23,Tottenham,Newcastle,A,2022-2023,EPL
2022-10-24,West Ham,Bournemouth,H,2022-2023,EPL
2022-10-29,Leicester,Man City,A,2022-2023,EPL
2022-10-29,Bournemouth,Tottenham,A,2022-2023,EPL
2022-10-29,Brentford,Wolves,D,2022-2023,EPL
2022-10-29,Brighton,Chelsea,H,2022-2023,EPL
2022-10-29,Crystal Palace,Southampton,H,2022-2023,EPL
2022-10-29,Newcastle,Aston Villa,H,2022-2023,EPL
2022-10-29,Fulham,Everton,D,2022-2023,EPL
2022-10-29,Liverpool,Leeds,A,2022-2023,EPL
2022-10-30,Arsenal,Nott'm Forest,H,2022-2023,EPL
2022-10-30,Man United,West Ham,H,2022-2023,EPL
2022-11-05,Leeds,Bournemouth,H,2022-2023,EPL
2022-11-05,Man City,Fulham,H,2022-2023,EPL
2022-11-05,Nott'm Forest,Brentford,D,2022-2023,EPL
2022-11-05,Wolves,Brighton,A,2022-2023,EPL
2022-11-05,Everton,Leicester,A,2022-2023,EPL
2022-11-06,Chelsea,Arsenal,A,2022-2023,EPL
2022-11-06,Aston Villa,Man United,H,2022-2023,EPL
2022-11-06,Southampton,Newcastle,A,2022-2023,EPL
2022-11-06,West Ham,Crystal Palace,A,2022-2023,EPL
2022-11-06,Tottenham,Liverpool,A,2022-2023,EPL
2022-11-12,Man City,Brentford,A,2022-2023,EPL
2022-11-12,Bournemouth,Everton,H,2022-2023,EPL
2022-11-12,Liverpool,Southampton,H,2022-2023,EPL
2022-11-12,Nott'm Forest,Crystal Palace,H,2022-2023,EPL
2022-11-12,Tottenham,Leeds,H,2022-2023,EPL
2022-11-12,West Ham,Leicester,A,2022-2023,EPL
2022-11-12,Newcastle,Chelsea,H,2022-2023,EPL
2022-11-12,Wolves,Arsenal,A,2022-2023,EPL
2022-11-13,Brighton,Aston Villa,A,2022-2023,EPL
2022-11-13,Fulham,Man United,A,2022-2023,EPL
2022-12-26,Brentford,Tottenham,D,2022-2023,EPL
